incidente,latitud,longitud,codigo_cierre,clas_con_f_alarma
Robo-Vehiculo con Violencia,19.34484003,-99.21076992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40058999,-99.06202008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35612,-99.20688012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45324998,-99.08183988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.55339001,-99.12589992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47742,-99.06795,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44492003,-99.09599004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36825002,-99.20112984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37746,-99.19371,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28772999,-99.03639996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45553004,-99.06518988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35610002,-99.17790984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.53807003,-99.15158016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.337721,-99.026276,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33230996,-99.14064012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32202998,-99.07112988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48183002,-99.18997992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37781999,-99.20999988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36134,-99.04044996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49244003,-99.20707992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34082999,-99.11432016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38401001,-99.09272988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28367999,-99.14339988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32055,-99.075671,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49300001,-99.06899004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.404271,-99.119636,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47704004,-99.15825996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30222998,-99.17093988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39016997,-99.15219,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33899003,-98.97887016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.51679997,-99.15738012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29222,-99.03535992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37253996,-99.04835988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32549003,-99.03897,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46474001,-99.17601984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37286,-99.22547016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50078996,-99.11331,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.25544996,-99.10531008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47197997,-99.16182,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38165003,-99.19968012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30232997,-99.05420016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48044996,-99.15747012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40196996,-99.11756016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33785,-99.01695996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48046004,-99.07449012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44981,-99.21686004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37949003,-99.11319984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36270998,-99.15039,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31651001,-99.11886984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.302216,-99.054208,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.18055997,-99.07174008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33443999,-99.01509012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48017996,-99.10053,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50085998,-99.07215012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45692,-99.12942,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47851001,-99.08343,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.5527,-99.131443,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29210003,-99.23954004,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.55148003,-99.13044996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.276784,-99.221909,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49661,-99.07965,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37260998,-99.07068996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29210003,-99.23954004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.27252998,-99.13170996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29033999,-99.15149016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.27197,-99.13375008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37166003,-99.11336004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28370996,-99.23716008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29102003,-99.23983992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.296564,-99.03476,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.41380001,-99.18564012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45697004,-99.17731008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36213002,-99.01668996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29336003,-99.15374988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.25766999,-99.00663012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38589002,-99.11706984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.27538001,-99.11913984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36947996,-99.11500992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.469332,-99.073815,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40328999,-99.18466992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32803001,-99.11009016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44600003,-99.17161992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.457534,-99.178175,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30268997,-99.22970016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45697004,-99.17731008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49275998,-99.10392984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26655002,-99.17052012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50591996,-99.12981996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31839002,-99.07565004,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31137002,-99.16894008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31137002,-99.16894008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35244998,-99.01473012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.21528397,-98.9794806,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.403078,-99.184754,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35828,-99.25630992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36682001,-99.00277992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.25792001,-99.10798992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.373288,-99.285013,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42477,-99.1134275,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47537174,-99.12233469,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29058002,-99.06179004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.41692004,-99.06411996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31191002,-99.22773996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45749,-99.17813643,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40877,-99.13046004,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.23416001,-98.99478,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30148001,-99.14275008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.373288,-99.285013,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40663997,-99.13077,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40943996,-99.08472996,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26132,-99.173965,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.53055998,-99.14434992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36497996,-99.11139984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38252996,-99.15203988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38456,-99.15228,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34469,-99.02539008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48257,-99.08643996,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.366186,-99.167515,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.343204,-98.984679,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49535999,-99.07074,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33617996,-99.00938016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37357001,-99.11063988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36227996,-99.06999012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49938002,-99.09536004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28952,-99.12183984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49786001,-99.18146988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.374455,-99.090967,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49426001,-99.13559004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48120002,-99.21683016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46115,-99.10442016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.249102,-99.056892,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46166003,-99.12755988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35990999,-99.12166992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44316998,-99.14631984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.469229,-99.186315,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47932001,-99.09806004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42557003,-99.11980008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46609001,-99.12836016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.43424999,-99.17124012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.27335996,-99.16121988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.273473,-99.161196,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.41163002,-99.09510984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44735003,-99.10334988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.25613,-99.17849016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.479027,-99.188385,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.43652996,-99.09174996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31202,-99.24968988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32741,-99.25680996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28511,-99.19140012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.329708,-99.250456,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42325001,-99.08751996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48193001,-99.06532992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37003004,-99.19531008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33921998,-99.00182988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37149002,-99.19902996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.490811,-99.071728,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.42557003,-99.11980008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47675996,-99.09194004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32697998,-99.06909012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47033999,-99.18398988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32762996,-99.25597008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39243,-99.2391,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40861997,-99.07475004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49280003,-99.09821988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40141997,-99.13668012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.346443,-99.026004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31202,-99.24968988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47048003,-99.18469008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.24635996,-98.99493984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36511001,-99.13542984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49049,-99.07138008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33171002,-99.21299004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44801,-99.17245008,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.50138999,-99.12421008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37007444,-99.21881667,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30564998,-99.04231008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34642997,-99.25413984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.27450998,-99.24221016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.43778996,-99.17031996,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44218997,-99.14658012,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29592998,-99.26354988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30706001,-99.25373016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.3653,-99.02757996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31978997,-99.09317988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45667997,-99.10987992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.365458,-99.005241,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33414002,-99.01091016,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36976004,-99.04651992,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35663003,-99.08655984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36634,-99.29628083,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32317001,-99.13776012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36829108,-99.12993297,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31006997,-99.23315004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45667997,-99.10987992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36755999,-99.02475,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.33414002,-99.01091016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.273063,-99.206228,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.2825,-99.16593984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28076003,-99.12156984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.45827,-99.10923012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47360996,-99.16247988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37665998,-99.28752984,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.17575001,-99.0036,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47084003,-99.10154988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29528,-99.15521004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35502002,-99.02693016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38776004,-99.18628992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.54518003,-99.12333996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39968999,-99.11860992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.17836001,-99.00293004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37853,-99.14420016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.55585997,-99.13122,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.54488,-99.151071,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.2663929,-99.12270607,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36793997,-99.29557008,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.26124002,-99.00632988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47882996,-99.09762012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28230002,-99.12081996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35327996,-99.00871992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.282703,-99.143219,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35243999,-99.01234008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44925002,-99.11198016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48781997,-99.20179008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.554182,-99.13643,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36957,-99.21442667,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34372997,-99.05916996,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48332996,-99.07445016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36962,-99.12049992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38032001,-99.01416996,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35867996,-98.99921988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.54358001,-99.12462012,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46508003,-99.14312988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30240998,-99.17223984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46058003,-99.12065004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.47654999,-99.09173016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48781997,-99.20179008,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36935999,-99.12251988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30240998,-99.17223984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.54358001,-99.12462012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46288997,-99.12947004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40594004,-99.11342988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.450375,-99.219832,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32429996,-99.05114988,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35945,-99.18952992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.362604,-99.053628,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30742001,-99.13257,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34688996,-99.04232016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28477997,-99.12938004,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.56638997,-99.13587012,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44718002,-99.13674996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49243,-99.120575,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.311092,-99.110982,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.37404998,-99.18795996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.559941,-99.129065,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36805004,-99.18635004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44971001,-99.09074988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.34404002,-99.00585,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.29827997,-99.13116996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28215998,-99.13885992,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36289279,-99.18319885,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.38177,-99.21134016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39572,-99.17434008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28232,-99.13903992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.28017998,-99.11414016,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.48856004,-99.20472984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.381053,-99.210327,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.49243,-99.120575,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36270998,-99.05349996,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.27602,-99.16615008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36845999,-99.18279,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.55240001,-99.13308984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.36310004,-99.18903996,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.25667,-99.16157016,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.32737004,-99.14159988,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.46849004,-99.17835984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.21118004,-99.18646992,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31875002,-99.04182012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.55116998,-99.13520988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.55943999,-99.12645,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.44502002,-99.17177004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.40595003,-99.07772004,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.35207203,-99.1474222,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31688,-99.17007984,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.3887,-99.18240012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.303053,-99.189217,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.55270997,-99.13654008,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.392149,-99.179113,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.475726,-99.188856,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.24029999,-99.00983988,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.21671,-98.97197004,N,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.337027,-99.207188,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.30698999,-99.10869984,D,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.31175999,-99.06972012,A,DELITO DE ALTO IMPACTO
Robo-Vehiculo con Violencia,19.39329999,-99.17546004,A,DELITO DE ALTO IMPACTO
